,Year,Ridership,city,report type,url,row_num,type,station
651,2012,52543.0,Chatsworth,"['\n                    Chatsworth, CA (CWT)\n                ']",https://www.railpassengers.org//site/assets/files/1806/cwt.pdf,128,stations,"Chatsworth, CA (CWT)"
652,2013,56493.0,Chatsworth,"['\n                    Chatsworth, CA (CWT)\n                ']",https://www.railpassengers.org//site/assets/files/1806/cwt.pdf,128,stations,"Chatsworth, CA (CWT)"
653,2014,59075.0,Chatsworth,"['\n                    Chatsworth, CA (CWT)\n                ']",https://www.railpassengers.org//site/assets/files/1806/cwt.pdf,128,stations,"Chatsworth, CA (CWT)"
654,2015,61847.0,Chatsworth,"['\n                    Chatsworth, CA (CWT)\n                ']",https://www.railpassengers.org//site/assets/files/1806/cwt.pdf,128,stations,"Chatsworth, CA (CWT)"
655,2016,61089.0,Chatsworth,"['\n                    Chatsworth, CA (CWT)\n                ']",https://www.railpassengers.org//site/assets/files/1806/cwt.pdf,128,stations,"Chatsworth, CA (CWT)"
656,2017,62925.0,Chatsworth,"['\n                    Chatsworth, CA (CWT)\n                ']",https://www.railpassengers.org//site/assets/files/1806/cwt.pdf,128,stations,"Chatsworth, CA (CWT)"
657,2018,64063.0,Chatsworth,"['\n                    Chatsworth, CA (CWT)\n                ']",https://www.railpassengers.org//site/assets/files/1806/cwt.pdf,128,stations,"Chatsworth, CA (CWT)"
658,2012,10304.0,Chemult,"['\n                    Chemult, OR (CMO)\n                ']",https://www.railpassengers.org//site/assets/files/1808/cmo.pdf,129,stations,"Chemult, OR (CMO)"
659,2013,10144.0,Chemult,"['\n                    Chemult, OR (CMO)\n                ']",https://www.railpassengers.org//site/assets/files/1808/cmo.pdf,129,stations,"Chemult, OR (CMO)"
660,2014,9839.0,Chemult,"['\n                    Chemult, OR (CMO)\n                ']",https://www.railpassengers.org//site/assets/files/1808/cmo.pdf,129,stations,"Chemult, OR (CMO)"
661,2015,9821.0,Chemult,"['\n                    Chemult, OR (CMO)\n                ']",https://www.railpassengers.org//site/assets/files/1808/cmo.pdf,129,stations,"Chemult, OR (CMO)"
662,2016,10387.0,Chemult,"['\n                    Chemult, OR (CMO)\n                ']",https://www.railpassengers.org//site/assets/files/1808/cmo.pdf,129,stations,"Chemult, OR (CMO)"
663,2017,10457.0,Chemult,"['\n                    Chemult, OR (CMO)\n                ']",https://www.railpassengers.org//site/assets/files/1808/cmo.pdf,129,stations,"Chemult, OR (CMO)"
664,2018,9199.0,Chemult,"['\n                    Chemult, OR (CMO)\n                ']",https://www.railpassengers.org//site/assets/files/1808/cmo.pdf,129,stations,"Chemult, OR (CMO)"
665,2012,3408.3,Chicago - Union Station,"['\n                    Chicago - Union Station, IL (CHI)\n                ']",https://www.railpassengers.org//site/assets/files/1811/chi.pdf,130,stations,"Chicago - Union Station, IL (CHI)"
666,2013,3437.7,Chicago - Union Station,"['\n                    Chicago - Union Station, IL (CHI)\n                ']",https://www.railpassengers.org//site/assets/files/1811/chi.pdf,130,stations,"Chicago - Union Station, IL (CHI)"
667,2014,3311.3,Chicago - Union Station,"['\n                    Chicago - Union Station, IL (CHI)\n                ']",https://www.railpassengers.org//site/assets/files/1811/chi.pdf,130,stations,"Chicago - Union Station, IL (CHI)"
668,2015,3247.4,Chicago - Union Station,"['\n                    Chicago - Union Station, IL (CHI)\n                ']",https://www.railpassengers.org//site/assets/files/1811/chi.pdf,130,stations,"Chicago - Union Station, IL (CHI)"
669,2016,3191.0,Chicago - Union Station,"['\n                    Chicago - Union Station, IL (CHI)\n                ']",https://www.railpassengers.org//site/assets/files/1811/chi.pdf,130,stations,"Chicago - Union Station, IL (CHI)"
670,2017,3321.2,Chicago - Union Station,"['\n                    Chicago - Union Station, IL (CHI)\n                ']",https://www.railpassengers.org//site/assets/files/1811/chi.pdf,130,stations,"Chicago - Union Station, IL (CHI)"
671,2018,3293.6,Chicago - Union Station,"['\n                    Chicago - Union Station, IL (CHI)\n                ']",https://www.railpassengers.org//site/assets/files/1811/chi.pdf,130,stations,"Chicago - Union Station, IL (CHI)"
672,2012,11009.0,Chico,"['\n                    Chico, CA (CIC)\n                ']",https://www.railpassengers.org//site/assets/files/1812/cic.pdf,131,stations,"Chico, CA (CIC)"
673,2013,12875.0,Chico,"['\n                    Chico, CA (CIC)\n                ']",https://www.railpassengers.org//site/assets/files/1812/cic.pdf,131,stations,"Chico, CA (CIC)"
674,2014,13125.0,Chico,"['\n                    Chico, CA (CIC)\n                ']",https://www.railpassengers.org//site/assets/files/1812/cic.pdf,131,stations,"Chico, CA (CIC)"
675,2015,13736.0,Chico,"['\n                    Chico, CA (CIC)\n                ']",https://www.railpassengers.org//site/assets/files/1812/cic.pdf,131,stations,"Chico, CA (CIC)"
676,2016,13144.0,Chico,"['\n                    Chico, CA (CIC)\n                ']",https://www.railpassengers.org//site/assets/files/1812/cic.pdf,131,stations,"Chico, CA (CIC)"
677,2017,12154.0,Chico,"['\n                    Chico, CA (CIC)\n                ']",https://www.railpassengers.org//site/assets/files/1812/cic.pdf,131,stations,"Chico, CA (CIC)"
678,2018,10414.0,Chico,"['\n                    Chico, CA (CIC)\n                ']",https://www.railpassengers.org//site/assets/files/1812/cic.pdf,131,stations,"Chico, CA (CIC)"
679,2012,N/A,Chipley,"['\n                    Chipley, FL (CIP)\n                ']",https://www.railpassengers.org//site/assets/files/5013/cip.pdf,132,stations,"Chipley, FL (CIP)"
680,2013,N/A,Chipley,"['\n                    Chipley, FL (CIP)\n                ']",https://www.railpassengers.org//site/assets/files/5013/cip.pdf,132,stations,"Chipley, FL (CIP)"
681,2014,N/A,Chipley,"['\n                    Chipley, FL (CIP)\n                ']",https://www.railpassengers.org//site/assets/files/5013/cip.pdf,132,stations,"Chipley, FL (CIP)"
682,2015,N/A,Chipley,"['\n                    Chipley, FL (CIP)\n                ']",https://www.railpassengers.org//site/assets/files/5013/cip.pdf,132,stations,"Chipley, FL (CIP)"
683,2016,N/A,Chipley,"['\n                    Chipley, FL (CIP)\n                ']",https://www.railpassengers.org//site/assets/files/5013/cip.pdf,132,stations,"Chipley, FL (CIP)"
684,2017,N/A,Chipley,"['\n                    Chipley, FL (CIP)\n                ']",https://www.railpassengers.org//site/assets/files/5013/cip.pdf,132,stations,"Chipley, FL (CIP)"
685,2018,N/A,Chipley,"['\n                    Chipley, FL (CIP)\n                ']",https://www.railpassengers.org//site/assets/files/5013/cip.pdf,132,stations,"Chipley, FL (CIP)"
686,2012,15846.0,Cincinnati,"['\n                    Cincinnati, OH (CIN)\n                ']",https://www.railpassengers.org//site/assets/files/1816/cin.pdf,133,stations,"Cincinnati, OH (CIN)"
687,2013,14812.0,Cincinnati,"['\n                    Cincinnati, OH (CIN)\n                ']",https://www.railpassengers.org//site/assets/files/1816/cin.pdf,133,stations,"Cincinnati, OH (CIN)"
688,2014,13375.0,Cincinnati,"['\n                    Cincinnati, OH (CIN)\n                ']",https://www.railpassengers.org//site/assets/files/1816/cin.pdf,133,stations,"Cincinnati, OH (CIN)"
689,2015,12326.0,Cincinnati,"['\n                    Cincinnati, OH (CIN)\n                ']",https://www.railpassengers.org//site/assets/files/1816/cin.pdf,133,stations,"Cincinnati, OH (CIN)"
690,2016,11862.0,Cincinnati,"['\n                    Cincinnati, OH (CIN)\n                ']",https://www.railpassengers.org//site/assets/files/1816/cin.pdf,133,stations,"Cincinnati, OH (CIN)"
691,2017,11144.0,Cincinnati,"['\n                    Cincinnati, OH (CIN)\n                ']",https://www.railpassengers.org//site/assets/files/1816/cin.pdf,133,stations,"Cincinnati, OH (CIN)"
692,2018,8315.0,Cincinnati,"['\n                    Cincinnati, OH (CIN)\n                ']",https://www.railpassengers.org//site/assets/files/1816/cin.pdf,133,stations,"Cincinnati, OH (CIN)"
693,2012,1944.0,Claremont,"['\n                    Claremont, NH (CLA)\n                ']",https://www.railpassengers.org//site/assets/files/1818/cla.pdf,134,stations,"Claremont, NH (CLA)"
694,2013,2123.0,Claremont,"['\n                    Claremont, NH (CLA)\n                ']",https://www.railpassengers.org//site/assets/files/1818/cla.pdf,134,stations,"Claremont, NH (CLA)"
695,2014,2117.0,Claremont,"['\n                    Claremont, NH (CLA)\n                ']",https://www.railpassengers.org//site/assets/files/1818/cla.pdf,134,stations,"Claremont, NH (CLA)"
696,2015,2117.0,Claremont,"['\n                    Claremont, NH (CLA)\n                ']",https://www.railpassengers.org//site/assets/files/1818/cla.pdf,134,stations,"Claremont, NH (CLA)"
697,2016,2474.0,Claremont,"['\n                    Claremont, NH (CLA)\n                ']",https://www.railpassengers.org//site/assets/files/1818/cla.pdf,134,stations,"Claremont, NH (CLA)"
698,2017,2560.0,Claremont,"['\n                    Claremont, NH (CLA)\n                ']",https://www.railpassengers.org//site/assets/files/1818/cla.pdf,134,stations,"Claremont, NH (CLA)"
699,2018,2542.0,Claremont,"['\n                    Claremont, NH (CLA)\n                ']",https://www.railpassengers.org//site/assets/files/1818/cla.pdf,134,stations,"Claremont, NH (CLA)"
700,2012,4536.0,Cleburne,"['\n                    Cleburne, TX (CBR)\n                ']",https://www.railpassengers.org//site/assets/files/1820/cbr.pdf,135,stations,"Cleburne, TX (CBR)"
701,2013,4143.0,Cleburne,"['\n                    Cleburne, TX (CBR)\n                ']",https://www.railpassengers.org//site/assets/files/1820/cbr.pdf,135,stations,"Cleburne, TX (CBR)"
702,2014,3322.0,Cleburne,"['\n                    Cleburne, TX (CBR)\n                ']",https://www.railpassengers.org//site/assets/files/1820/cbr.pdf,135,stations,"Cleburne, TX (CBR)"
703,2015,3612.0,Cleburne,"['\n                    Cleburne, TX (CBR)\n                ']",https://www.railpassengers.org//site/assets/files/1820/cbr.pdf,135,stations,"Cleburne, TX (CBR)"
704,2016,3830.0,Cleburne,"['\n                    Cleburne, TX (CBR)\n                ']",https://www.railpassengers.org//site/assets/files/1820/cbr.pdf,135,stations,"Cleburne, TX (CBR)"
705,2017,3888.0,Cleburne,"['\n                    Cleburne, TX (CBR)\n                ']",https://www.railpassengers.org//site/assets/files/1820/cbr.pdf,135,stations,"Cleburne, TX (CBR)"
706,2018,3929.0,Cleburne,"['\n                    Cleburne, TX (CBR)\n                ']",https://www.railpassengers.org//site/assets/files/1820/cbr.pdf,135,stations,"Cleburne, TX (CBR)"
707,2012,Partial Data,Clemson,"['\n                    Clemson, SC (CSN)\n                ']",https://www.railpassengers.org//site/assets/files/1821/csn.pdf,136,stations,"Clemson, SC (CSN)"
708,2013,Partial Data,Clemson,"['\n                    Clemson, SC (CSN)\n                ']",https://www.railpassengers.org//site/assets/files/1821/csn.pdf,136,stations,"Clemson, SC (CSN)"
709,2014,Partial Data,Clemson,"['\n                    Clemson, SC (CSN)\n                ']",https://www.railpassengers.org//site/assets/files/1821/csn.pdf,136,stations,"Clemson, SC (CSN)"
710,2015,Partial Data,Clemson,"['\n                    Clemson, SC (CSN)\n                ']",https://www.railpassengers.org//site/assets/files/1821/csn.pdf,136,stations,"Clemson, SC (CSN)"
711,2016,Partial Data,Clemson,"['\n                    Clemson, SC (CSN)\n                ']",https://www.railpassengers.org//site/assets/files/1821/csn.pdf,136,stations,"Clemson, SC (CSN)"
712,2017,Partial Data,Clemson,"['\n                    Clemson, SC (CSN)\n                ']",https://www.railpassengers.org//site/assets/files/1821/csn.pdf,136,stations,"Clemson, SC (CSN)"
713,2018,Partial Data,Clemson,"['\n                    Clemson, SC (CSN)\n                ']",https://www.railpassengers.org//site/assets/files/1821/csn.pdf,136,stations,"Clemson, SC (CSN)"
714,2012,50191.0,Cleveland,"['\n                    Cleveland, OH (CLE)\n                ']",https://www.railpassengers.org//site/assets/files/1822/cle.pdf,137,stations,"Cleveland, OH (CLE)"
715,2013,50227.0,Cleveland,"['\n                    Cleveland, OH (CLE)\n                ']",https://www.railpassengers.org//site/assets/files/1822/cle.pdf,137,stations,"Cleveland, OH (CLE)"
716,2014,48771.0,Cleveland,"['\n                    Cleveland, OH (CLE)\n                ']",https://www.railpassengers.org//site/assets/files/1822/cle.pdf,137,stations,"Cleveland, OH (CLE)"
717,2015,46096.0,Cleveland,"['\n                    Cleveland, OH (CLE)\n                ']",https://www.railpassengers.org//site/assets/files/1822/cle.pdf,137,stations,"Cleveland, OH (CLE)"
718,2016,47247.0,Cleveland,"['\n                    Cleveland, OH (CLE)\n                ']",https://www.railpassengers.org//site/assets/files/1822/cle.pdf,137,stations,"Cleveland, OH (CLE)"
719,2017,53051.0,Cleveland,"['\n                    Cleveland, OH (CLE)\n                ']",https://www.railpassengers.org//site/assets/files/1822/cle.pdf,137,stations,"Cleveland, OH (CLE)"
720,2018,48657.0,Cleveland,"['\n                    Cleveland, OH (CLE)\n                ']",https://www.railpassengers.org//site/assets/files/1822/cle.pdf,137,stations,"Cleveland, OH (CLE)"
721,2012,2879.0,Clifton Forge,"['\n                    Clifton Forge, VA (CLF)\n                ']",https://www.railpassengers.org//site/assets/files/1823/clf.pdf,138,stations,"Clifton Forge, VA (CLF)"
722,2013,2750.0,Clifton Forge,"['\n                    Clifton Forge, VA (CLF)\n                ']",https://www.railpassengers.org//site/assets/files/1823/clf.pdf,138,stations,"Clifton Forge, VA (CLF)"
723,2014,2432.0,Clifton Forge,"['\n                    Clifton Forge, VA (CLF)\n                ']",https://www.railpassengers.org//site/assets/files/1823/clf.pdf,138,stations,"Clifton Forge, VA (CLF)"
724,2015,2247.0,Clifton Forge,"['\n                    Clifton Forge, VA (CLF)\n                ']",https://www.railpassengers.org//site/assets/files/1823/clf.pdf,138,stations,"Clifton Forge, VA (CLF)"
725,2016,2401.0,Clifton Forge,"['\n                    Clifton Forge, VA (CLF)\n                ']",https://www.railpassengers.org//site/assets/files/1823/clf.pdf,138,stations,"Clifton Forge, VA (CLF)"
726,2017,2339.0,Clifton Forge,"['\n                    Clifton Forge, VA (CLF)\n                ']",https://www.railpassengers.org//site/assets/files/1823/clf.pdf,138,stations,"Clifton Forge, VA (CLF)"
727,2018,1951.0,Clifton Forge,"['\n                    Clifton Forge, VA (CLF)\n                ']",https://www.railpassengers.org//site/assets/files/1823/clf.pdf,138,stations,"Clifton Forge, VA (CLF)"
728,2012,16493.0,Coatesville,"['\n                    Coatesville, PA (COT)\n                ']",https://www.railpassengers.org//site/assets/files/1825/cot.pdf,139,stations,"Coatesville, PA (COT)"
729,2013,16626.0,Coatesville,"['\n                    Coatesville, PA (COT)\n                ']",https://www.railpassengers.org//site/assets/files/1825/cot.pdf,139,stations,"Coatesville, PA (COT)"
730,2014,14899.0,Coatesville,"['\n                    Coatesville, PA (COT)\n                ']",https://www.railpassengers.org//site/assets/files/1825/cot.pdf,139,stations,"Coatesville, PA (COT)"
731,2015,14435.0,Coatesville,"['\n                    Coatesville, PA (COT)\n                ']",https://www.railpassengers.org//site/assets/files/1825/cot.pdf,139,stations,"Coatesville, PA (COT)"
732,2016,15527.0,Coatesville,"['\n                    Coatesville, PA (COT)\n                ']",https://www.railpassengers.org//site/assets/files/1825/cot.pdf,139,stations,"Coatesville, PA (COT)"
733,2017,17770.0,Coatesville,"['\n                    Coatesville, PA (COT)\n                ']",https://www.railpassengers.org//site/assets/files/1825/cot.pdf,139,stations,"Coatesville, PA (COT)"
734,2018,17278.0,Coatesville,"['\n                    Coatesville, PA (COT)\n                ']",https://www.railpassengers.org//site/assets/files/1825/cot.pdf,139,stations,"Coatesville, PA (COT)"
735,2012,4377.0,Colfax,"['\n                    Colfax, CA (COX)\n                ']",https://www.railpassengers.org//site/assets/files/1826/cox.pdf,140,stations,"Colfax, CA (COX)"
736,2013,4479.0,Colfax,"['\n                    Colfax, CA (COX)\n                ']",https://www.railpassengers.org//site/assets/files/1826/cox.pdf,140,stations,"Colfax, CA (COX)"
737,2014,4810.0,Colfax,"['\n                    Colfax, CA (COX)\n                ']",https://www.railpassengers.org//site/assets/files/1826/cox.pdf,140,stations,"Colfax, CA (COX)"
738,2015,4631.0,Colfax,"['\n                    Colfax, CA (COX)\n                ']",https://www.railpassengers.org//site/assets/files/1826/cox.pdf,140,stations,"Colfax, CA (COX)"
739,2016,6277.0,Colfax,"['\n                    Colfax, CA (COX)\n                ']",https://www.railpassengers.org//site/assets/files/1826/cox.pdf,140,stations,"Colfax, CA (COX)"
740,2017,7035.0,Colfax,"['\n                    Colfax, CA (COX)\n                ']",https://www.railpassengers.org//site/assets/files/1826/cox.pdf,140,stations,"Colfax, CA (COX)"
741,2018,5658.0,Colfax,"['\n                    Colfax, CA (COX)\n                ']",https://www.railpassengers.org//site/assets/files/1826/cox.pdf,140,stations,"Colfax, CA (COX)"
742,2012,37119.0,Columbia,"['\n                    Columbia, SC (CLB)\n                ']",https://www.railpassengers.org//site/assets/files/1829/clb.pdf,141,stations,"Columbia, SC (CLB)"
743,2013,35878.0,Columbia,"['\n                    Columbia, SC (CLB)\n                ']",https://www.railpassengers.org//site/assets/files/1829/clb.pdf,141,stations,"Columbia, SC (CLB)"
744,2014,34873.0,Columbia,"['\n                    Columbia, SC (CLB)\n                ']",https://www.railpassengers.org//site/assets/files/1829/clb.pdf,141,stations,"Columbia, SC (CLB)"
745,2015,33428.0,Columbia,"['\n                    Columbia, SC (CLB)\n                ']",https://www.railpassengers.org//site/assets/files/1829/clb.pdf,141,stations,"Columbia, SC (CLB)"
746,2016,32158.0,Columbia,"['\n                    Columbia, SC (CLB)\n                ']",https://www.railpassengers.org//site/assets/files/1829/clb.pdf,141,stations,"Columbia, SC (CLB)"
747,2017,32695.0,Columbia,"['\n                    Columbia, SC (CLB)\n                ']",https://www.railpassengers.org//site/assets/files/1829/clb.pdf,141,stations,"Columbia, SC (CLB)"
748,2018,29805.0,Columbia,"['\n                    Columbia, SC (CLB)\n                ']",https://www.railpassengers.org//site/assets/files/1829/clb.pdf,141,stations,"Columbia, SC (CLB)"
749,2012,16259.0,Columbus,"['\n                    Columbus, WI (CBS)\n                ']",https://www.railpassengers.org//site/assets/files/1831/cbs.pdf,142,stations,"Columbus, WI (CBS)"
750,2013,16188.0,Columbus,"['\n                    Columbus, WI (CBS)\n                ']",https://www.railpassengers.org//site/assets/files/1831/cbs.pdf,142,stations,"Columbus, WI (CBS)"
751,2014,12962.0,Columbus,"['\n                    Columbus, WI (CBS)\n                ']",https://www.railpassengers.org//site/assets/files/1831/cbs.pdf,142,stations,"Columbus, WI (CBS)"
752,2015,12906.0,Columbus,"['\n                    Columbus, WI (CBS)\n                ']",https://www.railpassengers.org//site/assets/files/1831/cbs.pdf,142,stations,"Columbus, WI (CBS)"
753,2016,14005.0,Columbus,"['\n                    Columbus, WI (CBS)\n                ']",https://www.railpassengers.org//site/assets/files/1831/cbs.pdf,142,stations,"Columbus, WI (CBS)"
754,2017,13545.0,Columbus,"['\n                    Columbus, WI (CBS)\n                ']",https://www.railpassengers.org//site/assets/files/1831/cbs.pdf,142,stations,"Columbus, WI (CBS)"
755,2018,11414.0,Columbus,"['\n                    Columbus, WI (CBS)\n                ']",https://www.railpassengers.org//site/assets/files/1831/cbs.pdf,142,stations,"Columbus, WI (CBS)"
756,2012,4612.0,Connellsville,"['\n                    Connellsville, PA (COV)\n                ']",https://www.railpassengers.org//site/assets/files/1834/cov.pdf,143,stations,"Connellsville, PA (COV)"
757,2013,4815.0,Connellsville,"['\n                    Connellsville, PA (COV)\n                ']",https://www.railpassengers.org//site/assets/files/1834/cov.pdf,143,stations,"Connellsville, PA (COV)"
758,2014,4925.0,Connellsville,"['\n                    Connellsville, PA (COV)\n                ']",https://www.railpassengers.org//site/assets/files/1834/cov.pdf,143,stations,"Connellsville, PA (COV)"
759,2015,4871.0,Connellsville,"['\n                    Connellsville, PA (COV)\n                ']",https://www.railpassengers.org//site/assets/files/1834/cov.pdf,143,stations,"Connellsville, PA (COV)"
760,2016,5002.0,Connellsville,"['\n                    Connellsville, PA (COV)\n                ']",https://www.railpassengers.org//site/assets/files/1834/cov.pdf,143,stations,"Connellsville, PA (COV)"
761,2017,4762.0,Connellsville,"['\n                    Connellsville, PA (COV)\n                ']",https://www.railpassengers.org//site/assets/files/1834/cov.pdf,143,stations,"Connellsville, PA (COV)"
762,2018,4407.0,Connellsville,"['\n                    Connellsville, PA (COV)\n                ']",https://www.railpassengers.org//site/assets/files/1834/cov.pdf,143,stations,"Connellsville, PA (COV)"
763,2012,700.0,Connersville,"['\n                    Connersville, IN (COI)\n                ']",https://www.railpassengers.org//site/assets/files/1835/coi.pdf,144,stations,"Connersville, IN (COI)"
764,2013,771.0,Connersville,"['\n                    Connersville, IN (COI)\n                ']",https://www.railpassengers.org//site/assets/files/1835/coi.pdf,144,stations,"Connersville, IN (COI)"
765,2014,690.0,Connersville,"['\n                    Connersville, IN (COI)\n                ']",https://www.railpassengers.org//site/assets/files/1835/coi.pdf,144,stations,"Connersville, IN (COI)"
766,2015,770.0,Connersville,"['\n                    Connersville, IN (COI)\n                ']",https://www.railpassengers.org//site/assets/files/1835/coi.pdf,144,stations,"Connersville, IN (COI)"
767,2016,586.0,Connersville,"['\n                    Connersville, IN (COI)\n                ']",https://www.railpassengers.org//site/assets/files/1835/coi.pdf,144,stations,"Connersville, IN (COI)"
768,2017,583.0,Connersville,"['\n                    Connersville, IN (COI)\n                ']",https://www.railpassengers.org//site/assets/files/1835/coi.pdf,144,stations,"Connersville, IN (COI)"
769,2018,607.0,Connersville,"['\n                    Connersville, IN (COI)\n                ']",https://www.railpassengers.org//site/assets/files/1835/coi.pdf,144,stations,"Connersville, IN (COI)"
770,2012,29072.0,Corcoran,"['\n                    Corcoran, CA (COC)\n                ']",https://www.railpassengers.org//site/assets/files/1839/coc.pdf,145,stations,"Corcoran, CA (COC)"
771,2013,31542.0,Corcoran,"['\n                    Corcoran, CA (COC)\n                ']",https://www.railpassengers.org//site/assets/files/1839/coc.pdf,145,stations,"Corcoran, CA (COC)"
772,2014,34539.0,Corcoran,"['\n                    Corcoran, CA (COC)\n                ']",https://www.railpassengers.org//site/assets/files/1839/coc.pdf,145,stations,"Corcoran, CA (COC)"
773,2015,32331.0,Corcoran,"['\n                    Corcoran, CA (COC)\n                ']",https://www.railpassengers.org//site/assets/files/1839/coc.pdf,145,stations,"Corcoran, CA (COC)"
774,2016,30104.0,Corcoran,"['\n                    Corcoran, CA (COC)\n                ']",https://www.railpassengers.org//site/assets/files/1839/coc.pdf,145,stations,"Corcoran, CA (COC)"
775,2017,28440.0,Corcoran,"['\n                    Corcoran, CA (COC)\n                ']",https://www.railpassengers.org//site/assets/files/1839/coc.pdf,145,stations,"Corcoran, CA (COC)"
776,2018,24658.0,Corcoran,"['\n                    Corcoran, CA (COC)\n                ']",https://www.railpassengers.org//site/assets/files/1839/coc.pdf,145,stations,"Corcoran, CA (COC)"
777,2012,3623.0,Cornwells Heights,"['\n                    Cornwells Heights, PA (CWH)\n                ']",https://www.railpassengers.org//site/assets/files/1840/cwh.pdf,146,stations,"Cornwells Heights, PA (CWH)"
778,2013,3215.0,Cornwells Heights,"['\n                    Cornwells Heights, PA (CWH)\n                ']",https://www.railpassengers.org//site/assets/files/1840/cwh.pdf,146,stations,"Cornwells Heights, PA (CWH)"
779,2014,2091.0,Cornwells Heights,"['\n                    Cornwells Heights, PA (CWH)\n                ']",https://www.railpassengers.org//site/assets/files/1840/cwh.pdf,146,stations,"Cornwells Heights, PA (CWH)"
780,2015,2271.0,Cornwells Heights,"['\n                    Cornwells Heights, PA (CWH)\n                ']",https://www.railpassengers.org//site/assets/files/1840/cwh.pdf,146,stations,"Cornwells Heights, PA (CWH)"
781,2016,2966.0,Cornwells Heights,"['\n                    Cornwells Heights, PA (CWH)\n                ']",https://www.railpassengers.org//site/assets/files/1840/cwh.pdf,146,stations,"Cornwells Heights, PA (CWH)"
782,2017,3073.0,Cornwells Heights,"['\n                    Cornwells Heights, PA (CWH)\n                ']",https://www.railpassengers.org//site/assets/files/1840/cwh.pdf,146,stations,"Cornwells Heights, PA (CWH)"
783,2018,3673.0,Cornwells Heights,"['\n                    Cornwells Heights, PA (CWH)\n                ']",https://www.railpassengers.org//site/assets/files/1840/cwh.pdf,146,stations,"Cornwells Heights, PA (CWH)"
784,2012,5919.0,Crawfordsville,"['\n                    Crawfordsville, IN (CRF)\n                ']",https://www.railpassengers.org//site/assets/files/1844/crf.pdf,147,stations,"Crawfordsville, IN (CRF)"
785,2013,6159.0,Crawfordsville,"['\n                    Crawfordsville, IN (CRF)\n                ']",https://www.railpassengers.org//site/assets/files/1844/crf.pdf,147,stations,"Crawfordsville, IN (CRF)"
786,2014,5679.0,Crawfordsville,"['\n                    Crawfordsville, IN (CRF)\n                ']",https://www.railpassengers.org//site/assets/files/1844/crf.pdf,147,stations,"Crawfordsville, IN (CRF)"
787,2015,5248.0,Crawfordsville,"['\n                    Crawfordsville, IN (CRF)\n                ']",https://www.railpassengers.org//site/assets/files/1844/crf.pdf,147,stations,"Crawfordsville, IN (CRF)"
788,2016,5705.0,Crawfordsville,"['\n                    Crawfordsville, IN (CRF)\n                ']",https://www.railpassengers.org//site/assets/files/1844/crf.pdf,147,stations,"Crawfordsville, IN (CRF)"
789,2017,5854.0,Crawfordsville,"['\n                    Crawfordsville, IN (CRF)\n                ']",https://www.railpassengers.org//site/assets/files/1844/crf.pdf,147,stations,"Crawfordsville, IN (CRF)"
790,2018,5660.0,Crawfordsville,"['\n                    Crawfordsville, IN (CRF)\n                ']",https://www.railpassengers.org//site/assets/files/1844/crf.pdf,147,stations,"Crawfordsville, IN (CRF)"
791,2012,4531.0,Creston,"['\n                    Creston, IA (CRN)\n                ']",https://www.railpassengers.org//site/assets/files/1846/crn.pdf,148,stations,"Creston, IA (CRN)"
792,2013,4621.0,Creston,"['\n                    Creston, IA (CRN)\n                ']",https://www.railpassengers.org//site/assets/files/1846/crn.pdf,148,stations,"Creston, IA (CRN)"
793,2014,4314.0,Creston,"['\n                    Creston, IA (CRN)\n                ']",https://www.railpassengers.org//site/assets/files/1846/crn.pdf,148,stations,"Creston, IA (CRN)"
794,2015,5017.0,Creston,"['\n                    Creston, IA (CRN)\n                ']",https://www.railpassengers.org//site/assets/files/1846/crn.pdf,148,stations,"Creston, IA (CRN)"
795,2016,3843.0,Creston,"['\n                    Creston, IA (CRN)\n                ']",https://www.railpassengers.org//site/assets/files/1846/crn.pdf,148,stations,"Creston, IA (CRN)"
796,2017,3797.0,Creston,"['\n                    Creston, IA (CRN)\n                ']",https://www.railpassengers.org//site/assets/files/1846/crn.pdf,148,stations,"Creston, IA (CRN)"
797,2018,3747.0,Creston,"['\n                    Creston, IA (CRN)\n                ']",https://www.railpassengers.org//site/assets/files/1846/crn.pdf,148,stations,"Creston, IA (CRN)"
798,2012,N/A,Crestview,"['\n                    Crestview, FL (CSV)\n                ']",https://www.railpassengers.org//site/assets/files/5012/csv.pdf,149,stations,"Crestview, FL (CSV)"
799,2013,N/A,Crestview,"['\n                    Crestview, FL (CSV)\n                ']",https://www.railpassengers.org//site/assets/files/5012/csv.pdf,149,stations,"Crestview, FL (CSV)"
800,2014,N/A,Crestview,"['\n                    Crestview, FL (CSV)\n                ']",https://www.railpassengers.org//site/assets/files/5012/csv.pdf,149,stations,"Crestview, FL (CSV)"
801,2015,N/A,Crestview,"['\n                    Crestview, FL (CSV)\n                ']",https://www.railpassengers.org//site/assets/files/5012/csv.pdf,149,stations,"Crestview, FL (CSV)"
802,2016,N/A,Crestview,"['\n                    Crestview, FL (CSV)\n                ']",https://www.railpassengers.org//site/assets/files/5012/csv.pdf,149,stations,"Crestview, FL (CSV)"
803,2017,N/A,Crestview,"['\n                    Crestview, FL (CSV)\n                ']",https://www.railpassengers.org//site/assets/files/5012/csv.pdf,149,stations,"Crestview, FL (CSV)"
804,2018,N/A,Crestview,"['\n                    Crestview, FL (CSV)\n                ']",https://www.railpassengers.org//site/assets/files/5012/csv.pdf,149,stations,"Crestview, FL (CSV)"
